"","country","year","month","lat","lon","species"
"15850","United States",2013,5,27.87617,-93.81405,"Pterois volitans"
"15851","United States",2013,5,24.9351,-80.61339,"Pterois volitans"
"15852","United States",2013,5,29.8313,-87.7714,"Pterois volitans"
"15853","United States",2013,5,28.34684,-92.45839,"Pterois volitans"
"15854","United States",2013,5,27.90598,-93.59161,"Pterois volitans"
"15855","United States",2013,5,28.15985,-94.29175,"Pterois volitans"
"15856","United States",2013,5,29.8313,-87.7714,"Pterois volitans"
"15857","United States",2013,5,28.5489,-90.0687,"Pterois volitans"
"15858","United States",2013,5,28.2265,-91.6846,"Pterois volitans"
"15859","United States",2013,5,29.6183,-88.4017,"Pterois volitans"
"15860","United States",2013,5,28.35379,-92.46008,"Pterois volitans"
"15861","United States",2013,5,27.90598,-93.59161,"Pterois volitans"
"15862","United States",2013,5,28.15985,-94.29175,"Pterois volitans"
"15863","United States",2013,5,28.32987,-92.45242,"Pterois volitans"
"15864","United States",2013,5,29.97865,-87.77658,"Pterois volitans"
"15865","United States",2013,5,29.8313,-87.7714,"Pterois volitans"
"15866","United States",2013,5,28.6644,-91.4991,"Pterois volitans"
"15867","United States",2013,5,28.3305,-91.5351,"Pterois volitans"
"15868","United States",2013,5,28.35385,-92.46088,"Pterois volitans"
"15869","United States",2013,5,27.90598,-93.59161,"Pterois volitans"
"15870","United States",2013,5,28.15985,-94.29175,"Pterois volitans"
"15872","United States",2013,5,24.62058,-81.39691,"Pterois volitans"
"15873","United States",2013,5,28.2265,-91.6846,"Pterois volitans"
"15874","United States",2013,5,28.34678,-92.45998,"Pterois volitans"
"15875","United States",2013,5,27.90598,-93.59161,"Pterois volitans"
"15876","United States",2013,5,28.15985,-94.29175,"Pterois volitans"
"15877","United States",2013,5,29.8313,-87.7714,"Pterois volitans"
"15878","United States",2013,5,28.3524,-92.46394,"Pterois volitans"
"15879","United States",2013,5,27.9074,-93.59925,"Pterois volitans"
"15880","United States",2013,5,28.15985,-94.29175,"Pterois volitans"
"15881","United States",2013,5,24.97141,-80.55832,"Pterois volitans"
"15882","United States",2013,5,29.8313,-87.7714,"Pterois volitans"
"15883","United States",2013,5,28.35234,-92.46483,"Pterois volitans"
"15884","United States",2013,5,29.8313,-87.7714,"Pterois volitans"
"15885","United States",2013,5,28.5489,-90.0687,"Pterois volitans"
"15886","United States",2013,5,28.32931,-92.45278,"Pterois volitans"
"15887","United States",2013,5,28.35098,-92.46698,"Pterois volitans"
"15888","United States",2013,5,28.15987,-94.29125,"Pterois volitans"
"15889","United States",2013,5,28.6644,-91.4991,"Pterois volitans"
"15890","United States",2013,5,29.3714,-88.6682,"Pterois volitans"
"15891","United States",2013,5,29.3714,-88.6682,"Pterois volitans"
"15892","United States",2013,5,27.90598,-93.59161,"Pterois volitans"
"15893","United States",2013,5,28.15985,-94.29175,"Pterois volitans"
"15894","United States",2013,5,24.52512,-81.51942,"Pterois volitans"
"15895","United States",2013,5,28.35389,-92.46114,"Pterois volitans"
"15896","United States",2013,5,27.90598,-93.59161,"Pterois volitans"
"15897","United States",2013,5,28.15985,-94.29175,"Pterois volitans"
"15898","United States",2013,5,29.9639,-87.7767,"Pterois volitans"
"15899","United States",2013,5,29.97335,-87.2104,"Pterois volitans"
"15900","United States",2013,5,28.3305,-91.5351,"Pterois volitans"
"NA.250",NA,NA,NA,NA,NA,NA
"NA.251",NA,NA,NA,NA,NA,NA
"16081","United States",2013,6,-8.422104,126.441223,"Pterois volitans"
"16084","United States",2013,6,-8.584635,125.329447,"Pterois volitans"
"16085","United States",2013,6,-8.214182,125.620525,"Pterois volitans"
"16086","United States",2013,6,-8.29269,125.593208,"Pterois volitans"
"16087","United States",2013,6,-9.191774,124.385266,"Pterois volitans"
"16089","United States",2013,6,27.85162,-92.92068,"Pterois volitans"
"16090","United States",2013,6,27.92221,-92.39748,"Pterois volitans"
"16091","United States",2013,6,27.91405,-92.37441,"Pterois volitans"
"16092","United States",2013,6,27.94091,-92.37038,"Pterois volitans"
"16093","United States",2013,6,24.54482,-81.80367,"Pterois volitans"
"16095","United States",2013,6,25.0667,-80.31083,"Pterois volitans"
"16096","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16097","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16098","United States",2013,6,29.84,-88.28,"Pterois volitans"
"16099","United States",2013,6,28.147,-83.388,"Pterois volitans"
"16100","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16101","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16102","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16103","United States",2013,6,25.0803,-83.1455,"Pterois volitans"
"16104","United States",2013,6,29.79,-87.54,"Pterois volitans"
"16105","United States",2013,6,30.0885,-87.1606,"Pterois volitans"
"16106","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16107","United States",2013,6,29.79,-87.54,"Pterois volitans"
"16108","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16109","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16110","United States",2013,6,27.648,-83.532,"Pterois volitans"
"16111","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16112","United States",2013,6,28.1405,-83.707,"Pterois volitans"
"16113","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16114","United States",2013,6,28.5693,-90.409,"Pterois volitans"
"16115","United States",2013,6,28.636,-91.663,"Pterois volitans"
"16116","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16117","United States",2013,6,27.943,-84.3,"Pterois volitans"
"16118","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16119","United States",2013,6,24.703,-83.196,"Pterois volitans"
"16120","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16121","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16122","United States",2013,6,28.4145,-84.3718,"Pterois volitans"
"16123","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16124","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16125","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16126","United States",2013,6,27.95745,-92.54797,"Pterois volitans"
"16127","United States",2013,6,27.91537,-92.3831,"Pterois volitans"
"16128","United States",2013,6,27.9603,-92.03342,"Pterois volitans"
"16129","United States",2013,6,27.95358,-92.00178,"Pterois volitans"
"16130","United States",2013,6,30.03227,-85.70689,"Pterois volitans"
"16131","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16132","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16133","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16134","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16135","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16136","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16137","United States",2013,6,29.79,-87.54,"Pterois volitans"
"16138","United States",2013,6,29.79,-87.54,"Pterois volitans"
"16139","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16140","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16141","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16142","United States",2013,6,27.648,-83.532,"Pterois volitans"
"16143","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16144","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16145","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16146","United States",2013,6,27.819,-83.473,"Pterois volitans"
"16147","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16148","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16149","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16150","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16151","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16152","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16153","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16154","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16155","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16156","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16157","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16158","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16159","United States",2013,6,28.575,-84.824,"Pterois volitans"
"16160","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16161","United States",2013,6,27.97105,-92.56433,"Pterois volitans"
"16162","United States",2013,6,27.91526,-92.38625,"Pterois volitans"
"16163","United States",2013,6,27.94287,-92.37083,"Pterois volitans"
"16164","United States",2013,6,27.9603,-92.03342,"Pterois volitans"
"16165","United States",2013,6,28.405,-84.304,"Pterois volitans"
"16166","United States",2013,6,28.706,-84.466,"Pterois volitans"
"16167","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16168","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16169","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16170","United States",2013,6,26.425,-83.2885,"Pterois volitans"
"16171","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16172","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16173","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16174","United States",2013,6,27.974,-82.875,"Pterois volitans"
"16175","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16176","United States",2013,6,27.648,-83.532,"Pterois volitans"
"16177","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16178","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16179","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16180","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16181","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16182","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16183","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16184","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16185","United States",2013,6,30.239,-86.369,"Pterois volitans"
"16186","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16187","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16188","United States",2013,6,28.56,-84.679,"Pterois volitans"
"16189","United States",2013,6,24.703,-83.196,"Pterois volitans"
"16190","United States",2013,6,27.93747,-92.54617,"Pterois volitans"
"16191","United States",2013,6,27.92185,-92.39765,"Pterois volitans"
"16192","United States",2013,6,27.93885,-92.37027,"Pterois volitans"
"16193","United States",2013,6,27.93728,-92.0477,"Pterois volitans"
"16194","United States",2013,6,26.2012,-80.089,"Pterois volitans"
"16195","United States",2013,6,24.65158,-81.28212,"Pterois volitans"
"16196","United States",2013,6,26.2012,-80.089,"Pterois volitans"
"16197","United States",2013,6,26.1024,-80.119,"Pterois volitans"
"16198","United States",2013,6,30.03227,-85.70689,"Pterois volitans"
"16199","United States",2013,6,25.05261,-80.3327,"Pterois volitans"
"16200","United States",2013,6,27.85956,-80.44995,"Pterois volitans"
"16201","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16202","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16203","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16204","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16205","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16206","United States",2013,6,28.27,-94.49,"Pterois volitans"
"16207","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16208","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16209","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16210","United States",2013,6,27.9603,-83.0992,"Pterois volitans"
"16211","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16212","United States",2013,6,25.311,-83.596,"Pterois volitans"
"16213","United States",2013,6,27.974,-82.875,"Pterois volitans"
"16214","United States",2013,6,25.279,-82.323,"Pterois volitans"
"16215","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16216","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16217","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16218","United States",2013,6,25.068,-82.997,"Pterois volitans"
"16219","United States",2013,6,28.575,-84.824,"Pterois volitans"
"16220","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16221","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16222","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16223","United States",2013,6,26.04,-83.564,"Pterois volitans"
"16224","United States",2013,6,28.575,-84.824,"Pterois volitans"
"16225","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16226","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16227","United States",2013,6,28.748,-84.63,"Pterois volitans"
"16228","United States",2013,6,26.333,-83.617,"Pterois volitans"
"16229","United States",2013,6,27.97418,-92.6015,"Pterois volitans"
"16230","United States",2013,6,27.91529,-92.38374,"Pterois volitans"
"16231","United States",2013,6,27.93728,-92.0477,"Pterois volitans"
"16232","United States",2013,6,27.95888,-92.01537,"Pterois volitans"
"16233","United States",2013,6,25.07817,-80.39987,"Pterois volitans"
"16234","United States",2013,6,29.84,-88.28,"Pterois volitans"
"16235","United States",2013,6,27.73,-83.22,"Pterois volitans"
"16236","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16237","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16238","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16239","United States",2013,6,25.0803,-83.1455,"Pterois volitans"
"16240","United States",2013,6,25.0803,-83.1455,"Pterois volitans"
"16241","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16242","United States",2013,6,30.0885,-87.1606,"Pterois volitans"
"16243","United States",2013,6,28.27,-94.49,"Pterois volitans"
"16244","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16245","United States",2013,6,27.58,-83.19,"Pterois volitans"
"16246","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16247","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16248","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16249","United States",2013,6,27.298,-83.203,"Pterois volitans"
"16250","United States",2013,6,27.473,-83.279,"Pterois volitans"
"16251","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16252","United States",2013,6,28.1405,-83.707,"Pterois volitans"
"16253","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16254","United States",2013,6,26.04,-83.564,"Pterois volitans"
"16255","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16256","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16257","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16258","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16259","United States",2013,6,25.62,-83.644,"Pterois volitans"
"16260","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16261","United States",2013,6,25.068,-82.997,"Pterois volitans"
"16262","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16263","United States",2013,6,28.189,-84.505,"Pterois volitans"
"16264","United States",2013,6,26.681,-83.729,"Pterois volitans"
"16265","United States",2013,6,27.85205,-92.91953,"Pterois volitans"
"16266","United States",2013,6,27.9222,-92.3974,"Pterois volitans"
"16267","United States",2013,6,27.91385,-92.37463,"Pterois volitans"
"16268","United States",2013,6,27.94074,-92.37019,"Pterois volitans"
"16269","United States",2013,6,26.77743,-80.0405,"Pterois volitans"
"16271","United States",2013,6,24.52775,-81.51667,"Pterois volitans"
"16272","United States",2013,6,24.54456,-81.81007,"Pterois volitans"
"16273","United States",2013,6,27.29732,-83.25238,"Pterois volitans"
"16274","United States",2013,6,29.8406,-87.7468,"Pterois volitans"
"16275","United States",2013,6,28.522,-84.467,"Pterois volitans"
"16276","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16277","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16278","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16279","United States",2013,6,25.0803,-83.1455,"Pterois volitans"
"16280","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16281","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16282","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16283","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16284","United States",2013,6,28.1405,-83.707,"Pterois volitans"
"16285","United States",2013,6,28.6761,-90.2687,"Pterois volitans"
"16286","United States",2013,6,28.5693,-90.409,"Pterois volitans"
"16287","United States",2013,6,28.515,-91.556,"Pterois volitans"
"16288","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16289","United States",2013,6,28.4145,-84.3718,"Pterois volitans"
"16290","United States",2013,6,26.333,-83.617,"Pterois volitans"
"16291","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16292","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16293","United States",2013,6,28.4145,-84.3718,"Pterois volitans"
"16294","United States",2013,6,24.703,-83.196,"Pterois volitans"
"16295","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16296","United States",2013,6,27.95299,-92.58089,"Pterois volitans"
"16297","United States",2013,6,27.93924,-92.37007,"Pterois volitans"
"16298","United States",2013,6,27.9654,-92.05341,"Pterois volitans"
"16299","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16300","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16301","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16302","United States",2013,6,29.84,-88.28,"Pterois volitans"
"16303","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16304","United States",2013,6,26.425,-83.2885,"Pterois volitans"
"16305","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16306","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16307","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16308","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16309","United States",2013,6,27.648,-83.532,"Pterois volitans"
"16310","United States",2013,6,27.298,-83.203,"Pterois volitans"
"16311","United States",2013,6,25.369,-82.722,"Pterois volitans"
"16312","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16313","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16314","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16315","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16316","United States",2013,6,28.575,-84.824,"Pterois volitans"
"16317","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16318","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16319","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16320","United States",2013,6,25.068,-82.997,"Pterois volitans"
"16321","United States",2013,6,28.575,-84.824,"Pterois volitans"
"16322","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16323","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16324","United States",2013,6,28.56,-84.679,"Pterois volitans"
"16325","United States",2013,6,27.9222,-92.39752,"Pterois volitans"
"16326","United States",2013,6,27.93862,-92.36973,"Pterois volitans"
"16327","United States",2013,6,27.9427,-92.37089,"Pterois volitans"
"16328","United States",2013,6,26.23696,-80.08251,"Pterois volitans"
"16329","United States",2013,6,27.85956,-80.44995,"Pterois volitans"
"16330","United States",2013,6,24.70434,-81.12269,"Pterois volitans"
"16331","United States",2013,6,24.61421,-81.37631,"Pterois volitans"
"16332","United States",2013,6,25.76861,-80.13827,"Pterois volitans"
"16333","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16334","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16335","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16336","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16337","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16338","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16339","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16340","United States",2013,6,30.143,-87.364,"Pterois volitans"
"16341","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16342","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16343","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16344","United States",2013,6,29.8406,-87.7468,"Pterois volitans"
"16345","United States",2013,6,27.648,-83.532,"Pterois volitans"
"16346","United States",2013,6,25.311,-83.596,"Pterois volitans"
"16347","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16348","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16349","United States",2013,6,28.5284,-90.2945,"Pterois volitans"
"16350","United States",2013,6,28.4298,-90.3082,"Pterois volitans"
"16351","United States",2013,6,26.04,-83.564,"Pterois volitans"
"16352","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16353","United States",2013,6,24.703,-83.196,"Pterois volitans"
"16354","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16355","United States",2013,6,26.379,-83.858,"Pterois volitans"
"16356","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16357","United States",2013,6,28.189,-84.505,"Pterois volitans"
"16358","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16359","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16360","United States",2013,6,25.8343,-82.9433,"Pterois volitans"
"16361","United States",2013,6,27.98169,-92.61026,"Pterois volitans"
"16362","United States",2013,6,27.91533,-92.38347,"Pterois volitans"
"16363","United States",2013,6,27.9646,-92.05212,"Pterois volitans"
"16364","United States",2013,6,26.2012,-80.089,"Pterois volitans"
"16365","United States",2013,6,26.2012,-80.089,"Pterois volitans"
"16366","United States",2013,6,24.54537,-81.81199,"Pterois volitans"
"16367","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16368","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16369","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16370","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16371","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16372","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16373","United States",2013,6,25.3025,-83.408,"Pterois volitans"
"16374","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16375","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16376","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16377","United States",2013,6,27.9603,-83.0992,"Pterois volitans"
"16378","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16379","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16380","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16381","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16382","United States",2013,6,28.1405,-83.707,"Pterois volitans"
"16383","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16384","United States",2013,6,26.04,-83.564,"Pterois volitans"
"16385","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16386","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16387","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16388","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16389","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16390","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16391","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16392","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16393","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16394","United States",2013,6,27.883,-84.032,"Pterois volitans"
"16395","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16396","United States",2013,6,27.97438,-92.60091,"Pterois volitans"
"16397","United States",2013,6,27.91543,-92.38472,"Pterois volitans"
"16398","United States",2013,6,27.96511,-91.98967,"Pterois volitans"
"16399","United States",2013,6,26.1024,-80.119,"Pterois volitans"
"16400","United States",2013,6,24.54496,-81.81013,"Pterois volitans"
"16402","United States",2013,6,29.8406,-87.7468,"Pterois volitans"
"16403","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16404","United States",2013,6,29.8406,-87.7468,"Pterois volitans"
"16405","United States",2013,6,29.741,-85.873,"Pterois volitans"
"16406","United States",2013,6,29.741,-85.873,"Pterois volitans"
"16407","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16408","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16409","United States",2013,6,25.0803,-83.1455,"Pterois volitans"
"16410","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16411","United States",2013,6,26.425,-83.2885,"Pterois volitans"
"16412","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16413","United States",2013,6,30.0885,-87.1606,"Pterois volitans"
"16414","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16415","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16416","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16417","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16418","United States",2013,6,25.311,-83.596,"Pterois volitans"
"16419","United States",2013,6,25.621,-82.643,"Pterois volitans"
"16420","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16421","United States",2013,6,27.819,-83.473,"Pterois volitans"
"16422","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16423","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16424","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16425","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16426","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16427","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16428","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16429","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16430","United States",2013,6,26.04,-83.564,"Pterois volitans"
"16431","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16432","United States",2013,6,28.4145,-84.3718,"Pterois volitans"
"16433","United States",2013,6,24.761,-83.101,"Pterois volitans"
"16434","United States",2013,6,27.94593,-92.39512,"Pterois volitans"
"16435","United States",2013,6,27.91542,-92.38292,"Pterois volitans"
"16436","United States",2013,6,27.94594,-92.39515,"Pterois volitans"
"16437","United States",2013,6,27.939,-91.99781,"Pterois volitans"
"16438","United States",2013,6,25.76861,-80.13827,"Pterois volitans"
"16439","United States",2013,6,26.68,-83.73,"Pterois volitans"
"16440","United States",2013,6,24.55999,-81.80819,"Pterois volitans"
"16441","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16442","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16443","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16444","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16445","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16446","United States",2013,6,25.0803,-83.1455,"Pterois volitans"
"16447","United States",2013,6,28.27,-94.49,"Pterois volitans"
"16448","United States",2013,6,30.09,-87.19,"Pterois volitans"
"16449","United States",2013,6,27.948,-83.61,"Pterois volitans"
"16450","United States",2013,6,27.648,-83.532,"Pterois volitans"
"16451","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16452","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16453","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16454","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16455","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16456","United States",2013,6,28.178,-91.732,"Pterois volitans"
"16457","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16458","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16459","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16460","United States",2013,6,27.308,-83.565,"Pterois volitans"
"16461","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16462","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16463","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16464","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16465","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16466","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16467","United States",2013,6,27.308,-83.565,"Pterois volitans"
"16468","United States",2013,6,30.137,-86.863,"Pterois volitans"
"16469","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16470","United States",2013,6,27.83442,-92.89079,"Pterois volitans"
