"","country","year","month","lat","lon","species"
"16471","United States",2013,6,27.94594,-92.39515,"Pterois volitans"
"16472","United States",2013,6,27.91515,-92.38075,"Pterois volitans"
"16473","United States",2013,6,27.92185,-92.39765,"Pterois volitans"
"16474","United States",2013,6,25.98,-83.7,"Pterois volitans"
"16475","United States",2013,6,27.73,-83.22,"Pterois volitans"
"16476","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16477","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16478","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16479","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16480","United States",2013,6,26.425,-83.2885,"Pterois volitans"
"16481","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16482","United States",2013,6,28.268,-94.492,"Pterois volitans"
"16483","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16484","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16485","United States",2013,6,28.405,-84.304,"Pterois volitans"
"16486","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16487","United States",2013,6,25.279,-82.323,"Pterois volitans"
"16488","United States",2013,6,25.369,-82.722,"Pterois volitans"
"16489","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16490","United States",2013,6,28.1405,-83.707,"Pterois volitans"
"16491","United States",2013,6,28.3424,-91.1844,"Pterois volitans"
"16492","United States",2013,6,25.62,-83.644,"Pterois volitans"
"16493","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16494","United States",2013,6,28.56,-84.679,"Pterois volitans"
"16495","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16496","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16497","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16498","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16499","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16500","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16501","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16502","United States",2013,6,27.83429,-92.89107,"Pterois volitans"
"16503","United States",2013,6,27.91407,-92.37815,"Pterois volitans"
"16504","United States",2013,6,27.91405,-92.37441,"Pterois volitans"
"16505","United States",2013,6,24.65,-83.43,"Pterois volitans"
"16507","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16508","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16509","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16510","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16511","United States",2013,6,26.425,-83.2885,"Pterois volitans"
"16512","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16513","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16514","United States",2013,6,30.09,-87.19,"Pterois volitans"
"16515","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16516","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16517","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16518","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16519","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16520","United States",2013,6,25.369,-82.722,"Pterois volitans"
"16521","United States",2013,6,25.369,-82.722,"Pterois volitans"
"16522","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16523","United States",2013,6,27.648,-83.532,"Pterois volitans"
"16524","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16525","United States",2013,6,28.668,-84.125,"Pterois volitans"
"16526","United States",2013,6,28.155,-91.717,"Pterois volitans"
"16527","United States",2013,6,28.357,-91.0883,"Pterois volitans"
"16528","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16529","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16530","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16531","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16532","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16533","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16534","United States",2013,6,24.761,-83.101,"Pterois volitans"
"16535","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16536","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16537","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16538","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16539","United States",2013,6,27.83432,-92.89064,"Pterois volitans"
"16540","United States",2013,6,27.93566,-92.39261,"Pterois volitans"
"16541","United States",2013,6,27.91415,-92.37807,"Pterois volitans"
"16542","United States",2013,6,27.93941,-92.37019,"Pterois volitans"
"16543","United States",2013,6,27.91508,-92.38023,"Pterois volitans"
"16544","United States",2013,6,25.53,-83.18,"Pterois volitans"
"16545","United States",2013,6,26.78252,-80.04502,"Pterois volitans"
"16546","United States",2013,6,24.54537,-81.81199,"Pterois volitans"
"16547","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16548","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16549","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16550","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16551","United States",2013,6,29.79,-87.54,"Pterois volitans"
"16552","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16553","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16554","United States",2013,6,28.5014,-84.2628,"Pterois volitans"
"16555","United States",2013,6,25.621,-82.643,"Pterois volitans"
"16556","United States",2013,6,26.773,-83.067,"Pterois volitans"
"16557","United States",2013,6,25.168,-82.647,"Pterois volitans"
"16558","United States",2013,6,29.695,-86.261,"Pterois volitans"
"16559","United States",2013,6,28.357,-91.0883,"Pterois volitans"
"16560","United States",2013,6,28.515,-91.556,"Pterois volitans"
"16561","United States",2013,6,28.178,-91.732,"Pterois volitans"
"16562","United States",2013,6,28.357,-91.0883,"Pterois volitans"
"16563","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16564","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16565","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16566","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16567","United States",2013,6,28.56,-84.679,"Pterois volitans"
"16568","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16569","United States",2013,6,25.8343,-82.9433,"Pterois volitans"
"16570","United States",2013,6,26.681,-83.729,"Pterois volitans"
"16571","United States",2013,6,26.175,-83.053,"Pterois volitans"
"16572","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16573","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16574","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16575","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16576","United States",2013,6,27.94607,-92.3952,"Pterois volitans"
"16577","United States",2013,6,27.91549,-92.38261,"Pterois volitans"
"16578","United States",2013,6,27.93685,-92.39232,"Pterois volitans"
"16579","United States",2013,6,27.9399,-91.99797,"Pterois volitans"
"16580","United States",2013,6,26.78252,-80.04502,"Pterois volitans"
"16581","United States",2013,6,25.84,-83.61,"Pterois volitans"
"16582","United States",2013,6,25.05261,-80.3327,"Pterois volitans"
"16583","United States",2013,6,25.02848,-80.51263,"Pterois volitans"
"16584","United States",2013,6,29.96872,-85.85457,"Pterois volitans"
"16585","United States",2013,6,26.23696,-80.08251,"Pterois volitans"
"16586","United States",2013,6,28.405,-84.304,"Pterois volitans"
"16587","United States",2013,6,29.741,-85.873,"Pterois volitans"
"16588","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16589","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16590","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16591","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16592","United States",2013,6,26.425,-83.2885,"Pterois volitans"
"16593","United States",2013,6,25.984,-83.608,"Pterois volitans"
"16594","United States",2013,6,25.0803,-83.1455,"Pterois volitans"
"16595","United States",2013,6,29.8406,-87.7468,"Pterois volitans"
"16596","United States",2013,6,29.8406,-87.7468,"Pterois volitans"
"16597","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16598","United States",2013,6,26.866,-82.642,"Pterois volitans"
"16599","United States",2013,6,25.858,-83.635,"Pterois volitans"
"16600","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16601","United States",2013,6,28.1405,-83.707,"Pterois volitans"
"16602","United States",2013,6,28.178,-91.732,"Pterois volitans"
"16603","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16604","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16605","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16606","United States",2013,6,28.748,-84.63,"Pterois volitans"
"16607","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16608","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16609","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16610","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16611","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16612","United States",2013,6,26.098,-83.125,"Pterois volitans"
"16613","United States",2013,6,24.598,-83.382,"Pterois volitans"
"16614","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16615","United States",2013,6,27.85119,-92.91899,"Pterois volitans"
"16616","United States",2013,6,27.92111,-92.39765,"Pterois volitans"
"16617","United States",2013,6,27.91393,-92.3765,"Pterois volitans"
"16618","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16619","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16620","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16621","United States",2013,6,30.0885,-87.1606,"Pterois volitans"
"16622","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16623","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16624","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16625","United States",2013,6,28.5014,-84.2628,"Pterois volitans"
"16626","United States",2013,6,26.595,-83.756,"Pterois volitans"
"16627","United States",2013,6,29.8406,-87.7468,"Pterois volitans"
"16628","United States",2013,6,26.338,-82.695,"Pterois volitans"
"16629","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16630","United States",2013,6,28.668,-84.125,"Pterois volitans"
"16631","United States",2013,6,28.6761,-90.2687,"Pterois volitans"
"16632","United States",2013,6,28.357,-91.0883,"Pterois volitans"
"16633","United States",2013,6,28.6761,-90.2687,"Pterois volitans"
"16634","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16635","United States",2013,6,26.895,-83.259,"Pterois volitans"
"16636","United States",2013,6,28.748,-84.63,"Pterois volitans"
"16637","United States",2013,6,27.883,-84.032,"Pterois volitans"
"16638","United States",2013,6,24.761,-83.101,"Pterois volitans"
"16639","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16640","United States",2013,6,27.308,-83.565,"Pterois volitans"
"16641","United States",2013,6,26.944,-83.372,"Pterois volitans"
"16642","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16643","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16644","United States",2013,6,27.83455,-92.89109,"Pterois volitans"
"16645","United States",2013,6,27.85161,-92.91933,"Pterois volitans"
"16646","United States",2013,6,27.92184,-92.39736,"Pterois volitans"
"16647","United States",2013,6,27.91394,-92.37645,"Pterois volitans"
"16648","United States",2013,6,27.94002,-92.36998,"Pterois volitans"
"16649","United States",2013,6,26.2735,-80.064,"Pterois volitans"
"16651","United States",2013,6,25.01987,-80.44067,"Pterois volitans"
"16652","United States",2013,6,26.77743,-80.0405,"Pterois volitans"
"16653","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16654","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16655","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16656","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16657","United States",2013,6,30.09,-87.19,"Pterois volitans"
"16658","United States",2013,6,27.73,-83.22,"Pterois volitans"
"16659","United States",2013,6,27.1965,-83.2204,"Pterois volitans"
"16660","United States",2013,6,30.0105,-87.1292,"Pterois volitans"
"16661","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16662","United States",2013,6,29.8406,-87.7468,"Pterois volitans"
"16663","United States",2013,6,27.648,-83.532,"Pterois volitans"
"16664","United States",2013,6,27.473,-83.279,"Pterois volitans"
"16665","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16666","United States",2013,6,28.5693,-90.409,"Pterois volitans"
"16667","United States",2013,6,28.686,-89.959,"Pterois volitans"
"16668","United States",2013,6,28.6457,-92.4014,"Pterois volitans"
"16669","United States",2013,6,28.6457,-92.4014,"Pterois volitans"
"16670","United States",2013,6,28.4298,-90.3082,"Pterois volitans"
"16671","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16672","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16673","United States",2013,6,28.56,-84.679,"Pterois volitans"
"16674","United States",2013,6,28.575,-84.824,"Pterois volitans"
"16675","United States",2013,6,27.0523,-83.6528,"Pterois volitans"
"16676","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16677","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16678","United States",2013,6,28.748,-84.63,"Pterois volitans"
"16679","United States",2013,6,27.135,-83.663,"Pterois volitans"
"16680","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16681","United States",2013,6,27.83458,-92.89079,"Pterois volitans"
"16682","United States",2013,6,27.85204,-92.91949,"Pterois volitans"
"16683","United States",2013,6,27.9217,-92.39737,"Pterois volitans"
"16684","United States",2013,6,27.91389,-92.37526,"Pterois volitans"
"16685","United States",2013,6,27.94027,-92.3701,"Pterois volitans"
"16686","United States",2013,6,26.2735,-80.064,"Pterois volitans"
"16687","United States",2013,6,27.73,-83.22,"Pterois volitans"
"16688","United States",2013,6,28.706,-84.466,"Pterois volitans"
"16689","United States",2013,6,25.843,-83.698,"Pterois volitans"
"16690","United States",2013,6,24.6495,-83.4325,"Pterois volitans"
"16691","United States",2013,6,25.145,-82.7325,"Pterois volitans"
"16692","United States",2013,6,27.212,-83.081,"Pterois volitans"
"16693","United States",2013,6,28.27,-94.49,"Pterois volitans"
"16694","United States",2013,6,30.143,-87.364,"Pterois volitans"
"16695","United States",2013,6,30.0833,-87.1833,"Pterois volitans"
"16696","United States",2013,6,30.092,-87.1916,"Pterois volitans"
"16697","United States",2013,6,29.8,-88.3,"Pterois volitans"
"16698","United States",2013,6,26.372,-83.019,"Pterois volitans"
"16699","United States",2013,6,28.802,-85.086,"Pterois volitans"
"16700","United States",2013,6,28.4298,-90.3082,"Pterois volitans"
"16701","United States",2013,6,28.636,-91.663,"Pterois volitans"
"16702","United States",2013,6,28.6426,-89.7942,"Pterois volitans"
"16703","United States",2013,6,28.6426,-89.7942,"Pterois volitans"
"16704","United States",2013,6,28.155,-91.717,"Pterois volitans"
"16705","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16706","United States",2013,6,25.5257,-83.1835,"Pterois volitans"
"16707","United States",2013,6,28.4145,-84.3718,"Pterois volitans"
"16708","United States",2013,6,28.575,-84.824,"Pterois volitans"
"16709","United States",2013,6,25.8343,-82.9433,"Pterois volitans"
"16710","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16711","United States",2013,6,28.56,-84.679,"Pterois volitans"
"16712","United States",2013,6,26.333,-83.617,"Pterois volitans"
"16713","United States",2013,6,25.28,-83.192,"Pterois volitans"
"16714","United States",2013,6,26.791,-83.359,"Pterois volitans"
"16715","United States",2013,6,27.85065,-92.91779,"Pterois volitans"
"16716","United States",2013,6,27.92117,-92.3981,"Pterois volitans"
"16717","United States",2013,6,27.91397,-92.37738,"Pterois volitans"
"16718","United States",2013,6,27.93997,-92.36996,"Pterois volitans"
